diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0206064,"Microvascular Angina",disease,C14,"Disease or Syndrome",39,34
C0206067,"Focal Epithelial Hyperplasia",disease,C07,"Disease or Syndrome",3,2
C0206081,Hyperandrogenism,disease,C16;C13;C12;C19,"Disease or Syndrome",108,142
C0206085,"Kleine-Levin Syndrome",disease,C10;F03,"Disease or Syndrome",5,7
C0206093,"Neuroectodermal Tumors",disease,C04,"Neoplastic Process",56,38
C0206094,"Neuroectodermal Tumor, Melanotic",disease,C04,"Neoplastic Process",6,4
C0206114,"Periodontal Attachment Loss",disease,C07,"Disease or Syndrome",4,2
C0206115,"WAGR Syndrome",disease,C16;C04;C13;C11;C12;C10;C19,"Disease or Syndrome",13,40
C0206138,"CREST Syndrome",disease,C06;C18;C17;C14,"Disease or Syndrome",59,36
C0206139,"Lichen Planus, Oral",disease,C17;C07,"Disease or Syndrome",257,215
C0206141,"Idiopathic Hypereosinophilic Syndrome",disease,C15,"Disease or Syndrome",43,100
C0206142,"Eosinophilic leukemia",disease,C15,"Neoplastic Process",18,18
C0206143,"Loeffler's Endocarditis",disease,C15,"Disease or Syndrome",2,2
C0206145,"Stunned Myocardium",disease,C23;C14,"Disease or Syndrome",5,3
C0206146,"Myocardial Stunning",disease,C23;C14,"Disease or Syndrome",6,5
C0206157,"Myopathies, Nemaline",disease,C05;C10,"Disease or Syndrome",47,178
C0206160,Reticulocytosis,phenotype,C23,Finding,40,1
C0206161,"Reticulocyte count (procedure)",phenotype,NULL,"Laboratory Procedure",234,1
C0206172,"Diabetic Foot",disease,C17;C19;C14,"Disease or Syndrome",39,27
C0206178,"Cytomegalovirus Retinitis",disease,C01;C11,"Disease or Syndrome",13,14
C0206180,"Ki-1+ Anaplastic Large Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",300,629
C0206182,"Lymphomatoid Papulosis",disease,C04;C20;C15,"Neoplastic Process",34,76
C0206186,"Leukoplakia, Hairy",disease,C23;C04;C01;C07,"Neoplastic Process",6,8
C0206245,"Amyloid Neuropathies, Familial",group,C16;C18;C10,"Disease or Syndrome",15,223
C0206247,"Amyloid Neuropathies",disease,C18;C10,"Disease or Syndrome",3,22
C0206307,"Canavan Disease",disease,C16;C18;C10,"Disease or Syndrome",12,95
C0206368,"Exfoliation Syndrome",disease,C11,"Disease or Syndrome",94,166
C0206369,Splenosis,disease,C15;C26,"Disease or Syndrome",3,3
C0206504,"Tympanic Membrane Perforation",disease,C09;C26,"Injury or Poisoning",4,4
C0206525,"Tuberculosis, Drug-Resistant",disease,C01,"Disease or Syndrome",37,24
C0206526,"Tuberculosis, Multidrug-Resistant",disease,C01,"Disease or Syndrome",67,81
C0206554,Odontodysplasia,disease,C16;C07,"Congenital Abnormality",1,1
C0206586,"Endolymphatic Hydrops",disease,C09,"Disease or Syndrome",11,12
C0206602,"Circovirus Infections",disease,C01,"Disease or Syndrome",4,1
C0206604,"Arterivirus Infections",group,C01,"Disease or Syndrome",1,1
C0206608,"Flavivirus Infections",group,C01,"Disease or Syndrome",30,22
C0206611,"Pestivirus Infections",group,C01,"Disease or Syndrome",2,1
C0206615,"Pneumovirus Infections",group,C01,"Disease or Syndrome",3,3
C0206617,"Cardiovirus Infections",group,C01,"Disease or Syndrome",10,6
C0206619,"Lymphatic Vessel Tumors",group,C04,"Neoplastic Process",1,0
C0206620,"Lymphangioma, Cystic",disease,C04,"Neoplastic Process",43,10
C0206622,Adenomyoma,disease,C04,"Neoplastic Process",6,4
C0206623,"Adenosquamous carcinoma",disease,C04,"Neoplastic Process",101,102
C0206624,Hepatoblastoma,disease,C04,"Neoplastic Process",452,511
C0206625,"Malignant Mixed Tumor",phenotype,C04,"Neoplastic Process",3,1
C0206627,"Mixed Tumor, Mullerian",disease,C04,"Neoplastic Process",14,13
C0206628,"Mesoblastic Nephroma",disease,C04;C13;C12,"Neoplastic Process",17,8
C0206629,"Pulmonary Blastoma",disease,C04,"Neoplastic Process",10,9
C0206630,"Endometrial Stromal Sarcoma",disease,C04;C13,"Neoplastic Process",75,95
C0206631,"Lipomatous neoplasm",disease,C04,"Neoplastic Process",14,9
C0206632,Angiolipoma,disease,C04,"Neoplastic Process",3,3
C0206633,Angiomyolipoma,disease,C04,"Neoplastic Process",53,81
C0206634,"Liposarcoma, Myxoid",disease,C04,"Neoplastic Process",79,136
C0206635,Myelolipoma,disease,C04,"Neoplastic Process",16,9
C0206636,Chondromatosis,disease,C04,"Neoplastic Process",2,2
C0206637,"Mesenchymal Chondrosarcoma",disease,C04,"Neoplastic Process",19,18
C0206638,"Giant Cell Tumor of Bone",disease,C04,"Neoplastic Process",113,112
C0206639,"Neoplasms, Bone Tissue",group,C04,"Neoplastic Process",7,5
C0206640,"Ossifying Fibroma",disease,C04,"Neoplastic Process",19,17
C0206641,Osteochondromatosis,disease,C04;C05,"Neoplastic Process",10,39
C0206642,"Parosteal Osteosarcoma",disease,C04,"Neoplastic Process",7,8
C0206643,"Neoplasms, Fibrous Tissue",group,C04,"Neoplastic Process",9,10
C0206644,"Histiocytoma, Benign Fibrous",disease,C04,"Neoplastic Process",23,15
C0206645,"Desmoplastic fibroma",disease,C04,"Neoplastic Process",10,4
C0206646,"Fibromatosis, Abdominal",disease,C04,"Neoplastic Process",2,3
C0206647,Dermatofibrosarcoma,disease,C04,"Neoplastic Process",33,63
C0206648,Myofibromatosis,disease,C04,"Neoplastic Process",19,20
C0206649,"Neoplasms, Fibroepithelial",group,C04,"Neoplastic Process",1,1
C0206650,Fibroadenoma,disease,C04,"Neoplastic Process",151,116
C0206651,"Clear Cell Sarcoma of Soft Tissue",disease,C04,"Neoplastic Process",51,105
C0206653,Angiomyoma,disease,C04,"Neoplastic Process",12,9
C0206654,Leiomyomatosis,disease,C04,"Neoplastic Process",21,41
C0206655,"Alveolar rhabdomyosarcoma",disease,C04,"Neoplastic Process",115,214
C0206656,"Embryonal Rhabdomyosarcoma",disease,C04,"Neoplastic Process",121,124
C0206657,"Alveolar Soft Part Sarcoma",disease,C04,"Neoplastic Process",61,71
C0206658,"Smooth Muscle Tumor",disease,C04,"Neoplastic Process",36,58
C0206659,"Embryonal Carcinoma",disease,C04,"Neoplastic Process",165,167
C0206660,Germinoma,disease,C04,"Neoplastic Process",38,30
C0206661,Gonadoblastoma,disease,C16;C04;C13;C12;C19,"Neoplastic Process",34,52
C0206663,"Neuroectodermal Tumor, Primitive",disease,C04,"Neoplastic Process",184,210
C0206664,Teratocarcinoma,disease,C04,"Neoplastic Process",141,101
C0206666,"Trophoblastic Tumor, Placental Site",disease,C04;C13,"Neoplastic Process",18,9
C0206667,"Adrenal Cortical Adenoma",disease,C04;C19,"Neoplastic Process",156,134
C0206669,"Hepatocellular Adenoma",disease,C06;C04,"Neoplastic Process",114,137
C0206671,"Eccrine acrospiroma",disease,C04,"Neoplastic Process",2,2
C0206672,Hidrocystoma,disease,C04,"Neoplastic Process",1,1
C0206673,Syringoma,disease,C04,"Neoplastic Process",3,4
C0206674,"Adenoma, Villous",disease,C04,"Neoplastic Process",20,14
C0206675,"Adenomatoid Tumor",disease,C04,"Neoplastic Process",14,11
C0206677,"Adenomatous Polyps",disease,C04,"Neoplastic Process",120,127
C0206680,"Mesothelioma, Cystic",disease,C04,"Neoplastic Process",4,1
C0206681,"Adenocarcinoma, Clear Cell",disease,C04,"Neoplastic Process",117,116
C0206682,"Follicular thyroid carcinoma",disease,C04,"Neoplastic Process",293,323
C0206683,"Papillary and follicular adenocarcinoma",disease,C04,"Neoplastic Process",5,4
C0206684,"Sebaceous Adenocarcinoma",disease,C04,"Neoplastic Process",41,36
C0206685,"Acinar Cell Carcinoma",disease,C04,"Neoplastic Process",65,63
C0206686,"Adrenocortical carcinoma",disease,C04;C19,"Neoplastic Process",281,320
C0206687,"Carcinoma, Endometrioid",disease,C04;C13;C19,"Neoplastic Process",223,251
C0206692,"Carcinoma, Lobular",disease,C04;C17,"Neoplastic Process",66,69
C0206693,"Medullary carcinoma",disease,C04,"Neoplastic Process",81,67
C0206694,"Mucoepidermoid Carcinoma",disease,C04,"Neoplastic Process",153,190
C0206695,"Carcinoma, Neuroendocrine",disease,C04,"Neoplastic Process",182,195
C0206696,"Carcinoma, Signet Ring Cell",disease,C04,"Neoplastic Process",70,74
C0206698,Cholangiocarcinoma,disease,C04,"Neoplastic Process",877,996
C0206699,"Cystadenocarcinoma, Mucinous",disease,C04,"Neoplastic Process",13,12
C0206700,"Cystadenocarcinoma, Papillary",disease,C04,"Neoplastic Process",5,3
C0206701,"Cystadenocarcinoma, Serous",disease,C04,"Neoplastic Process",110,101
C0206702,"Klatskin Tumor",disease,C04,"Neoplastic Process",50,27
C0206703,"Carcinoma, Giant Cell",disease,C04,"Neoplastic Process",21,5
C0206704,"Carcinoma, Large Cell",disease,C04,"Neoplastic Process",90,95
C0206706,"Verrucous carcinoma",disease,C04,"Neoplastic Process",49,31
C0206708,"Cervical Intraepithelial Neoplasia",disease,C04,"Neoplastic Process",398,482
C0206709,"Cystadenoma, Serous",disease,C04,"Neoplastic Process",18,20
C0206710,"Basal Cell Neoplasm",disease,C04,"Neoplastic Process",58,11
C0206711,Pilomatrixoma,disease,C04,"Neoplastic Process",24,21
C0206712,"Mucoepidermoid Tumor",disease,C04,"Neoplastic Process",3,1
C0206713,"Papilloma, Intraductal",disease,C04,"Neoplastic Process",8,4
C0206715,"Neoplasms, Neuroepithelial",group,C04,"Neoplastic Process",46,43
C0206716,Ganglioglioma,disease,C04,"Neoplastic Process",91,89
C0206717,"Olfactory Neuroblastoma",disease,C04;C10,"Neoplastic Process",38,31
C0206718,Ganglioneuroblastoma,disease,C04,"Neoplastic Process",57,43
C0206719,"Central Neurocytoma",disease,C04;C10,"Neoplastic Process",16,12
C0206720,"Squamous Cell Neoplasms",group,C04,"Neoplastic Process",22,19
C0206721,"Inverted Papilloma",disease,C04,"Neoplastic Process",51,44
C0206723,"Sertoli-Leydig Cell Tumor",disease,C04;C13;C12;C19,"Neoplastic Process",13,37
C0206724,"Sex Cord-Stromal Tumor",disease,C04,"Neoplastic Process",28,38
C0206725,"Subependymal Glioma",disease,C04,"Neoplastic Process",13,12
C0206726,gliosarcoma,disease,C04,"Neoplastic Process",80,63
C0206727,"Nerve Sheath Tumors",group,C04;C10,"Neoplastic Process",31,29
C0206728,"Plexiform Neurofibroma",disease,C04;C10,"Neoplastic Process",46,49
C0206729,Neurofibrosarcoma,disease,C04;C10,"Neoplastic Process",20,14
C0206730,Neurothekeoma,disease,C04,"Neoplastic Process",2,1
C0206731,Angiofibroma,disease,C04,"Neoplastic Process",45,35
C0206732,"Epithelioid hemangioendothelioma",disease,C04,"Neoplastic Process",36,44
C0206733,"Strawberry nevus of skin",disease,C04,"Neoplastic Process",112,85
C0206734,Hemangioblastoma,disease,C04,"Neoplastic Process",79,111
C0206735,"Melanoma, Amelanotic",disease,C04,"Neoplastic Process",19,21
C0206736,"Nevus, Blue",disease,C04,"Neoplastic Process",17,23
C0206737,"Nevus, Intradermal",disease,C04,"Neoplastic Process",4,3
C0206739,"Epithelioid and spindle cell nevus",disease,C04,"Neoplastic Process",21,16
C0206740,"Calcifying Odontogenic Cyst",disease,C04;C05;C07,"Anatomical Abnormality",15,11
C0206743,"Rhabdoid Tumor",disease,C04,"Neoplastic Process",103,225
C0206744,"T-Lymphocytopenia, Idiopathic CD4-Positive",disease,C20;C15,"Disease or Syndrome",3,2
C0206750,"Coronavirus Infections",group,C01,"Disease or Syndrome",33,30
C0206751,"Rhabdoviridae Infections",group,C01,"Disease or Syndrome",1,1
C0206752,"Alphavirus Infections",group,C01,"Disease or Syndrome",19,16
C0206754,"Neuroendocrine Tumors",group,C04,"Neoplastic Process",491,922
C0206762,"Limb Deformities, Congenital",group,C16;C05,"Congenital Abnormality",59,96
C0206769,"Nevi and Melanomas",group,C04,"Neoplastic Process",30,25
C0220597,"Adult Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",399,482
C0220603,"Childhood Brain Neoplasm",disease,C04;C10,"Neoplastic Process",44,39
C0220605,"Adult Non-Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",370,509
C0220611,"Childhood Rhabdomyosarcoma",disease,C04,"Neoplastic Process",517,627
C0220612,"Childhood Non-Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",371,512
C0220613,"Adult Soft Tissue Sarcoma",disease,NULL,"Neoplastic Process",162,190
C0220615,"Adult Acute Myeloblastic Leukemia",disease,C04,"Neoplastic Process",160,201
C0220620,"Gastrointestinal Carcinoid Tumor",disease,C06;C04;C19,"Neoplastic Process",323,278
C0220621,"Childhood Acute Myeloid Leukemia",disease,C04,"Neoplastic Process",215,284
C0220624,"Adult Brain Neoplasm",disease,C04;C10,"Neoplastic Process",15,9
C0220630,"Adult Liver Carcinoma",disease,C06;C04,"Neoplastic Process",1377,1618
C0220633,"Uveal melanoma",disease,C04;C11,"Neoplastic Process",376,445
C0220636,"Malignant neoplasm of salivary gland",disease,C04;C07,"Neoplastic Process",91,37
C0220641,"Lip and Oral Cavity Carcinoma",disease,C04;C07,"Neoplastic Process",734,975
C0220644,"Childhood Hodgkin Lymphoma",disease,C04;C20;C15,"Neoplastic Process",399,481
C0220645,"Childhood Soft Tissue Sarcoma",disease,NULL,"Neoplastic Process",166,195
C0220647,"Carcinoma of unknown primary",disease,C23;C04,"Neoplastic Process",8,6
C0220648,"Renal Pelvis and Ureter Urothelial Carcinoma",disease,C04;C13;C12,"Neoplastic Process",2,2
C0220650,"Metastatic malignant neoplasm to brain",disease,C23;C04;C10,"Neoplastic Process",392,810
C0220654,"Meningeal Carcinomatosis",disease,C04;C10,"Neoplastic Process",14,26
C0220656,"Malignant ascites",disease,C23;C06;C04,"Neoplastic Process",86,62
C0220658,"Pfeiffer Syndrome",disease,C16;C05,"Disease or Syndrome",8,81
C0220659,Acrodysostosis,disease,C23;C16;C05;C10;F03;F01,"Disease or Syndrome",31,26
C0220662,"ARTHROGRYPOSIS, DISTAL, TYPE 1",disease,C16;C05,"Disease or Syndrome; Congenital Abnormality",9,25
C0220663,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)",disease,C16;C13;C11;C17;C12,"Disease or Syndrome",9,52
C0220664,"BRACHYDACTYLY, TYPE D",disease,C16;C05,"Congenital Abnormality",8,7
C0220666,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA",disease,C16;C05;C07,"Disease or Syndrome",15,25
C0220668,"Congenital contractural arachnodactyly",disease,C16;C05,"Congenital Abnormality",559,460
C0220669,"Familial benign neonatal epilepsy",disease,C16;C10,"Disease or Syndrome",19,109
C0220679,"Ehlers-Danlos Syndrome, Autosomal Dominant, Type Unspecified",disease,C16;C17;C15;C14,"Disease or Syndrome",3,3
C0220685,"Achondrogenesis type 2",disease,C16;C05,"Congenital Abnormality",3,22
C0220687,"KBG syndrome",disease,C23;C16;C05;C10;F03;C07;F01,"Disease or Syndrome",3,30
C0220690,"Macrocephaly, benign familial",disease,C16;C05;C10,"Congenital Abnormality",1,1
C0220692,"Maxillonasal dysplasia, Binder type",disease,C16;C05;C07,"Disease or Syndrome",1,1
C0220693,"Microcephaly autosomal dominant",disease,C16;C05;C10,"Disease or Syndrome",2,2
C0220695,"Neurofibromatosis, type 4, of Riccardi",disease,C16;C04;C10,"Disease or Syndrome",2,4
C0220697,"POLYDACTYLY, POSTAXIAL",disease,C16;C05,"Disease or Syndrome",61,29
C0220701,"RETINITIS PIGMENTOSA 1",disease,C16;C11,"Disease or Syndrome",32,29
C0220702,"SCHIZOPHRENIA 1 (disorder)",disease,F03,"Mental or Behavioral Dysfunction",5,4
C0220704,"Shprintzen syndrome",disease,C16;C05;C19;C15;C14,"Disease or Syndrome",46,105
C0220708,"VATER Association",disease,C16;C06;C14,"Disease or Syndrome",12,8
C0220710,"Medium-chain acyl-coenzyme A dehydrogenase deficiency",disease,C16;C18,"Disease or Syndrome",15,123
C0220711,"Long chain acyl-CoA dehydrogenase deficiency",disease,C16;C18,"Disease or Syndrome",2,6
C0220721,"CATARACT 46, JUVENILE-ONSET",disease,NULL,"Disease or Syndrome",1,1
C0220722,"Cerebrooculofacioskeletal Syndrome 1",disease,C16;C18;C05;C10,"Congenital Abnormality",7,20
C0220723,"CHOANAL ATRESIA, POSTERIOR",phenotype,C16;C08;C09,Finding,2,0
C0220724,"CONSTRICTING BANDS, CONGENITAL",disease,C16,"Congenital Abnormality",16,17
C0220726,"Diastrophic dysplasia",disease,C16;C05;C19,"Disease or Syndrome",56,82
C0220730,"Fryns syndrome",disease,C23;C16;C05,"Disease or Syndrome",3,5
C0220743,"Childhood hypophosphatasia (disorder)",disease,C16;C18,"Disease or Syndrome; Congenital Abnormality",1,13
C0220744,"Multiple gastrointestinal atresias (disorder)",disease,C16;C06,"Congenital Abnormality",5,17
C0220748,"Cartilage-hair hypoplasia",disease,C16;C06;C05;C20,"Disease or Syndrome; Congenital Abnormality",49,102
C0220754,"Biotinidase Deficiency",disease,C16;C18,"Disease or Syndrome",6,86
C0220756,"Niemann-Pick Disease, Type C",disease,C16;C18;C10;C15,"Disease or Syndrome",201,309
C0220761,"Dizygotic twins (disorder)",phenotype,NULL,Finding,1,0
C0220765,"Weaver-Like Syndrome",disease,C16;C05;C19,"Disease or Syndrome",3,2
C0220766,"Congenital hypoplasia of adrenal gland",disease,C16;C19,"Congenital Abnormality",45,144
C0220767,"Craniofrontonasal dysplasia",disease,C16;C05,"Disease or Syndrome",8,26
C0220769,"FG syndrome",disease,C23;C16;C06;C10,"Disease or Syndrome",19,26
C0220775,"RUSSELL-SILVER SYNDROME, X-LINKED",disease,C23;C16;C17;C05,"Disease or Syndrome",4,6
C0220787,"Endotracheal aspiration",phenotype,NULL,"Pathologic Function",13,0
C0220810,"Congenital defects",group,NULL,"Congenital Abnormality",126,143
C0220870,Lightheadedness,phenotype,C23,"Sign or Symptom",1,1
C0220981,"Metabolic acidosis",phenotype,C18,"Pathologic Function",85,7
C0220982,Ketoacidosis,phenotype,C18,"Pathologic Function",1,1
C0220983,"Metabolic alkalosis",disease,C18,"Disease or Syndrome",27,20
C0220987,"Hereditary orotic aciduria",disease,C16;C18,"Disease or Syndrome",1,4
C0220988,Xanthinuria,disease,C16;C18,"Disease or Syndrome",3,4
C0220989,"Acquired partial lipodystrophy",disease,C18;C17,"Disease or Syndrome",7,8
C0220991,"Rotor Syndrome",disease,C16;C18,"Disease or Syndrome",3,6
C0220992,Histidinemia,phenotype,C16;C18,"Disease or Syndrome",2,4
C0220993,Cystathioninuria,phenotype,C16;C18,"Disease or Syndrome",2,11
C0220994,Hyperammonemia,phenotype,C23,"Disease or Syndrome",102,162
C0220996,"Infantile scurvy",disease,C18,"Disease or Syndrome",4,2
C0220998,"Hypothalamic hypothyroidism",disease,C19,"Disease or Syndrome",5,2
C0221002,"Hyperparathyroidism, Primary",disease,C19,"Disease or Syndrome",115,304
C0221005,"Mauriac's syndrome",disease,C23;C16;C06;C18;C05;C19,"Disease or Syndrome",3,2
C0221011,"Malignant Atrophic Papulosis",disease,C17;C14,"Disease or Syndrome",2,2
C0221013,"Mastocytosis, Systemic",disease,C04;C20,"Neoplastic Process",94,200
C0221014,"Reactive systemic amyloidosis",disease,C18;C17,"Disease or Syndrome",41,84
C0221016,"Red blood cell disorder",group,C23;C15,"Disease or Syndrome",6,4
C0221018,"Hereditary sideroblastic anemia",disease,C18;C15,"Disease or Syndrome",9,15
C0221019,"Sickle cell-beta-thalassemia",disease,C16;C15,"Disease or Syndrome",7,7
C0221021,"Microangiopathic hemolytic anemia",disease,C15,"Disease or Syndrome",31,27
C0221023,"Cyclic neutropenia",disease,C15,"Disease or Syndrome",52,68
C0221025,"Kasabach-Merritt syndrome",disease,C04;C15,"Disease or Syndrome",6,4
C0221026,"X-linked agammaglobulinemia",disease,C16;C20;C15,"Disease or Syndrome",68,255
C0221027,"Immunodeficiency with thymoma",disease,C04;C08;C20;C15,"Disease or Syndrome",1,1
C0221028,"Neonatal thrombocytopenia (disorder)",disease,C15;C14,"Disease or Syndrome",15,12
C0221030,"Hyperviscosity syndrome",disease,C23;C15,"Disease or Syndrome",2,1
C0221032,"Familial generalized lipodystrophy",disease,C16;C18;C17,"Disease or Syndrome",49,101
